YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,PRISON_IND,START_DATE,END_DATE,RECURRING_IND,GENERAL_DENT_FIN_VALUE,ORTHO_FIN_VALUE,DOMICILIARY_FIN_VALUE,SEDATION_FIN_VALUE,ADV_MAN_SERV_APR17_FIN_VALUE,DENT_PUB_HEALTH_FIN_VALUE,ACCESS_FIN_VALUE,ACCESS_OOH_FIN_VALUE,PRISON_FIN_VALUE,COMMUNITY_DS_FIN_VALUE,ENDO_FIN_VALUE,PERIO_FIN_VALUE,MINOR_ORAL_FIN_VALUE,PROSTHO_FIN_VALUE,THERAPIST_TR_FIN_VALUE,CPD_FIN_VALUE,CLIN_AUD_FIN_VALUE,LOCAL_PREV_IN_FIN_VALUE,NAT_PREV_INI_FIN_VALUE,EXCESS_DELIVERY_FIN_VALUE,UOA_EXCESS_DELIVERY_FIN_VALUE,ORAL_HEALTH_ACCESS_FIN_VALUE,UOA_OH_ACCESS_FIN_VALUE,ADD_SERV_EXCESS_FIN_VALUE,FC_SEC_ACC_FIN_VALUE,FC_PROMO_ACC_FIN_VALUE,FC_PROV_CARE_FIN_VALUE,FC_START_WELL_FIN_VALUE,FC_ENHANCED_FIN_VALUE,FC_COLLABORATE_FIN_VALUE,FC_OVERALL_FIN_VALUE,TOTAL_FIN_VALUE,GENERAL_DENT_UDA_TARGET,ADV_MAN_SERV_APR17_UDA_TARGET,ACCESS_UDA_TARGET,ACCESS_OOH_UDA_TARGET,PRISON_UDA_TARGET,COMMUNITY_DS_UDA_TARGET,ENDO_UDA_TARGET,PERIO_UDA_TARGET,MINOR_ORAL_UDA_TARGET,PROSTHO_UDA_TARGET,EXCESS_DELIVERY_UDA_TARGET,ORAL_HEALTH_ACCESS_UDA_TARGET,CONTRACTED_UDA,ORTHO_UOA_TARGET,EXCESS_DELIVERY_UOA_TARGET,OH_ACCESS_UOA_TARGET,CONTRACTED_UOA,DOM_VISIT_COT_TARGET,SEDATION_COT_TARGET,ADD_SERV_EXCESS_COT_TARGET,CONTRACTED_COT,DENT_PUB_HEALTH_LD_TARGET,THERAPIST_TR_LD_TARGET,CPD_LD_TARGET,CLIN_AUD_LD_TARGET,LOCAL_PREV_IN_LD_TARGET,NAT_PREV_INI_LD_TARGET,FC_SEC_ACC_LD_TARGET,FC_PROMO_ACC_LD_TARGET,FC_PROV_CARE_LD_TARGET,FC_START_WELL_LD_TARGET,FC_ENHANCED_LD_TARGET,FC_COLLABORATE_LD_TARGET,FC_OVERALL_LD_TARGET,CONTRACTED_LOC_DETERMINED
202506,QJ2,Derby and Derbyshire ICB,1047740000,Clarence Road Dental Care Partnership,N,01/05/2025,01/05/2025,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181200,0,0,0,0,0,0,0,0,0,0,0,0,181200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,2736
202506,QJ2,Derby and Derbyshire ICB,1047750000,Staveley Dental Care,N,01/05/2025,31/03/2026,Yes,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QJ2,Derby and Derbyshire ICB,1047750000,Staveley Dental Care,N,01/05/2025,31/03/2026,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153600,0,0,0,0,0,0,0,0,0,0,0,0,153600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,2304
202506,QMF,North East London ICB,1048170001,Ms G Staneviciene and Mr J Schonberg,N,01/09/2012,,Yes,1660702.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660702.28,34092,0,0,0,0,0,0,0,0,0,0,0,34092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QXU,Surrey Heartlands ICB,1048330001,J F Royle and R N Chadha,N,07/12/2009,,Yes,167101.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167101.62,5200,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1048840001,Abacus Dental Care,N,01/12/2014,,Yes,108895.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108895.71,3357,0,0,0,0,0,0,0,0,0,0,0,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QYG,Cheshire and Merseyside ICB,1048920001,The King Street Dental Practice Ltd,N,01/04/2007,,Yes,31254.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31254.67,1066,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNX,Sussex ICB,1049220001,Queens Crescent Dental Practice Ltd,N,01/02/2007,,Yes,544435.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544435.94,15639,0,0,0,0,0,0,0,0,0,0,0,15639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNX,Sussex ICB,1049300001,Total Orthodontics,N,01/10/2008,31/03/2029,Yes,0,548842.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548842.27,0,0,0,0,0,0,0,0,0,0,0,0,0,7901,0,0,7901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QWE,South West London ICB,1049650001,Brightsmile Dental Care Limited,N,01/11/2010,,Yes,1304792.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304792.48,36000,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810001,Pennypot Dental Practice Ltd,N,11/04/2011,,Yes,752444.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752444.52,22682,0,0,0,0,0,0,0,0,0,0,0,22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810002,Pennypot Dental Practice Ltd,N,11/04/2011,,Yes,501629.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501629.15,15124,0,0,0,0,0,0,0,0,0,0,0,15124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810003,Pennypot Dental Practice Ltd,N,11/04/2011,,Yes,517674.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517674.73,16000,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810004,Pennypot Dental Practice Ltd,N,11/04/2011,,Yes,776512.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776512.12,24000,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810008,Pennypot Dental Practice Ltd,N,11/04/2011,31/03/2026,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810008,Pennypot Dental Practice Ltd,N,11/04/2011,31/03/2026,No,0,0,0,0,0,0,0,0,0,0,0,0,59840.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59840.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810017,Pennypot Dental Practice Ltd,N,11/04/2011,31/03/2026,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1049810017,Pennypot Dental Practice Ltd,N,11/04/2011,31/03/2026,No,0,0,0,0,0,0,0,0,0,0,0,0,31970.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31970.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMM,Norfolk and Waveney ICB,1050900001,Colosseum Dental UK Ltd,N,05/02/2013,,Yes,229693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229693,7317,0,0,0,0,0,0,0,0,0,0,0,7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMJ,North Central London ICB,1051040001,Grays Inn Road Dental Partnership,N,01/04/2011,,Yes,234503.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234503.02,6178,0,0,0,0,0,0,0,0,0,0,0,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QK1,"Leicester, Leicestershire and Rutland ICB",1051630002,"J Ahmad, M Hallen, A Persson & A Alfredsson",N,01/04/2010,,Yes,1041136.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041136.98,28503,0,0,0,0,0,0,0,0,0,0,0,28503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QJG,Suffolk and North East Essex ICB,1051710001,Gentle Dental Practices Ltd,N,01/06/2010,,Yes,91852.99,284838.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376691.75,3000,0,0,0,0,0,0,0,0,0,0,0,3000,3549,0,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QE1,Lancashire and South Cumbria ICB,1051980001,Dr Chris Travis and Dr Ian Doyle,N,01/04/2009,,Yes,700369.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700369.31,18100,0,0,0,0,0,0,0,0,0,0,0,18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMF,North East London ICB,1052440001,Mr H Al-Hariri & Mrs N Al-Hariri,N,01/04/2015,,Yes,293179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293179.99,7000,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QE1,Lancashire and South Cumbria ICB,1054060001,Clayton Brook Dental,N,01/06/2010,,Yes,236827.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236827.71,7000,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QVV,Dorset ICB,1054140001,First Choice Dental Limited,N,01/04/2006,,Yes,1472462.36,0,0,215111.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687574.01,41208,0,0,0,0,0,0,0,0,0,0,0,41208,0,0,0,0,0,1522,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNX,Sussex ICB,1054140002,First Choice Dental Limited,N,01/04/2006,,Yes,573750.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573750.21,18000,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1054140003,First Choice Dental Limited,N,01/04/2006,,Yes,757677.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757677.31,25860,0,0,0,0,0,0,0,0,0,0,0,25860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QRL,Hampshire and Isle Of Wight ICB,1054140006,First Choice Dental Limited,N,02/04/2006,,Yes,1908933.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908933.22,49192,0,0,0,0,0,0,0,0,0,0,0,49192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNX,Sussex ICB,1054140013,First Choice Dental Limited,N,01/09/2010,31/03/2026,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNX,Sussex ICB,1054140013,First Choice Dental Limited,N,01/09/2010,31/03/2026,No,0,0,0,0,0,0,0,0,0,0,0,0,30603.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30603.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QK1,"Leicester, Leicestershire and Rutland ICB",1054300001,Gipsy Lane Dental Ltd,N,01/04/2008,,Yes,485756.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485756.49,15058,0,0,0,0,0,0,0,0,0,0,0,15058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNC,Staffordshire and Stoke-on-Trent ICB,1054810001,Gordon & Wild Partnership,N,16/02/2015,,Yes,895058.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895058.11,24930,0,0,0,0,0,0,0,0,0,0,0,24930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMJ,North Central London ICB,1055110001,Mr CE Ojji & Mr PE Aimiuwu,N,01/04/2010,,Yes,376954.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376954.57,8941,0,0,0,0,0,0,0,0,0,0,0,8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMF,North East London ICB,1055620001,Southend Road Dental Surgery Limited,N,01/04/2008,,Yes,516315.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516315.79,13304,0,0,0,0,0,0,0,0,0,0,0,13304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QH8,Mid and South Essex ICB,1055700001,Ice White Dental,N,01/04/2006,,Yes,335633.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335633.19,10500,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QM7,Hertfordshire and West Essex ICB,1055970001,Karz Ltd,N,01/04/2007,,Yes,256161.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256161.95,7100,0,0,0,0,0,0,0,0,0,0,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1056000001,The Shefford Dental Practice Ltd,N,01/02/2013,,Yes,116518.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116518.73,3592,0,0,0,0,0,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMF,North East London ICB,1056430001,Shilpa Roy,N,01/08/2012,,Yes,453754.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453754.16,14337,0,0,0,0,0,0,0,0,0,0,0,14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QT1,Nottingham and Nottinghamshire ICB,1057400001,Nottingham Oral Health Centre,N,01/04/2006,,Yes,375749.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375749.56,12629,0,0,0,0,0,0,0,0,0,0,0,12629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QXU,Surrey Heartlands ICB,1057590002,Mr S Dattani & Mr J Patel,N,01/07/2007,,Yes,940595.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940595.07,26487,0,0,0,0,0,0,0,0,0,0,0,26487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QXU,Surrey Heartlands ICB,1057590003,Mr S Dattani & Mr J Patel,N,03/02/2014,31/03/2026,Yes,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QXU,Surrey Heartlands ICB,1057590003,Mr S Dattani & Mr J Patel,N,03/02/2014,31/03/2026,No,0,0,0,0,0,0,0,0,0,0,0,0,40324.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40324.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1057830001,Fisherton House Partnership,N,01/04/2015,,Yes,483738.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483738.79,15102,0,0,0,0,0,0,0,0,0,0,0,15102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKS,Kent And Medway ICB,1058720001,Coco Dental Rochester Limited,N,01/04/2011,,Yes,639116.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639116.6,19377,0,0,0,0,0,0,0,0,0,0,0,19377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QYG,Cheshire and Merseyside ICB,1059020001,MAC Dental Centre Limited,N,01/05/2011,,Yes,1254390.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254390.42,39189,0,0,0,0,0,0,0,0,0,0,0,39189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QYG,Cheshire and Merseyside ICB,1059020001,MAC Dental Centre Limited,N,01/05/2011,,No,0,0,0,0,0,0,55900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QMJ,North Central London ICB,1059100001,Kevin Silver,N,01/08/2007,,Yes,90710.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90710.32,3096,0,0,0,0,0,0,0,0,0,0,0,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QHM,North East and North Cumbria ICB,1059530001,"St Helen's Dental Practice Ltd",N,01/05/2011,,Yes,32919.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32919.74,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QNQ,Frimley ICB,1059610001,Roundshill Dental Practice,N,01/04/2006,,Yes,741961.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741961.46,22935,0,0,0,0,0,0,0,0,0,0,0,22935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QJG,Suffolk and North East Essex ICB,1059960001,Dr A Monzavi Tabrizi Dental Practice Limited,N,01/07/2014,,Yes,309818.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309818.76,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QSL,Somerset ICB,1060890001,Church Street Dental Practice Ltd,N,01/04/2010,,Yes,95222.4,38868.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134091.08,3250,0,0,0,0,0,0,0,0,0,0,0,3250,462,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QPM,Northamptonshire ICB,1061940001,Rodericks Dental Partners Limited,N,01/04/2006,,Yes,1436055.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436055.64,42552,0,0,0,0,0,0,0,0,0,0,0,42552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QPM,Northamptonshire ICB,1061940002,Rodericks Dental Partners Limited,N,01/04/2006,,Yes,210413.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210413.54,4500,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QPM,Northamptonshire ICB,1061940003,Rodericks Dental Partners Limited,N,01/04/2006,,Yes,0,223841.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223841.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2697,0,0,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QRV,North West London ICB,1062400001,Dr T Tikam & Dr S Ramchandani,N,01/04/2015,,Yes,133040.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133040.26,3739,0,0,0,0,0,0,0,0,0,0,0,3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QPM,Northamptonshire ICB,1062590001,Kingsley House Dental Partnership,N,28/05/2014,,Yes,298484.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298484.5,10187,0,0,0,0,0,0,0,0,0,0,0,10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QOC,"Shropshire, Telford and Wrekin ICB",1063130001,Butler and Finnigan Dental Practice (BC) Ltd,N,01/04/2014,,Yes,330125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330125,9500,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QHM,North East and North Cumbria ICB,1064530001,The Whitley Dental Clinic Partnership,N,01/11/2013,,Yes,443692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443692.31,13478,0,0,0,0,0,0,0,0,0,0,0,13478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QRL,Hampshire and Isle Of Wight ICB,1064880001,Solent House Dental Centre,N,01/04/2015,,Yes,66409.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66409.12,1991,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QRL,Hampshire and Isle Of Wight ICB,1066150001,Priyadharshini Srinivasan,N,01/03/2012,,Yes,115380.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115380.8,3136,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QHL,Birmingham and Solihull ICB,1066230001,Rookery Road Dental,N,01/06/2011,,Yes,522300.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522300.19,16436,0,0,0,0,0,0,0,0,0,0,0,16436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QKK,South East London ICB,1066660001,Dental Beauty Forest Hill Ltd,N,01/11/2010,,Yes,231610.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231610.93,7009,0,0,0,0,0,0,0,0,0,0,0,7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202506,QYG,Cheshire and Merseyside ICB,1066900001,Sankey Street Dental Practice,N,01/04/2014,,Yes,519553.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519553.48,15935,0,0,0,0,0,0,0,0,0,0,0,15935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
